Unit #,Type,Location,Zip / County,Description,Size,Face,Lat.,Long.,18+ Imp
493D,Digital Bulletin,Routes 1 & 9 @ Westside Ave,07306 / Hudson County,"Eastbound traffic on Routes 1 & 9, Route 139, Route 7, Pulaski Skyway towards Manhattan via Holland Tunnel, Jersey City,
Hoboken",168 x 576,West,40.74,-74.07,141664
Q498,Bulletin,Van Brunt Street @ Hunters Point Ave,11101 / Queens County,New to market site boasting a long direct read on one of NYC's most highly traveled thoroughfares. Dominating a 4-way intersection with constant vehicular traffic.,168 x 576,North,40.74,-73.935,275003
NY-4920,Wallscape,Van Dam Street 200' N/O LIE,11101 / Queens,"This unit is located on Van Dam Street, one of Long Island City’s busiest arteries. This
right hand read shows to southbound traffic headed off of the Queensboro Bridge and
Queens Boulevard towards the Long Island Expressway and eastern Long Island as well
as the Midtown Tunnel. This is the last sign that is viewed before getting onto the LIE.
Additionally, south bound traffic flows by this unit towards the Greenpoint Avenue bridge,
which connects Long Island City with the Greenpoint section of Brooklyn.",360 x 300,North,40.739,-73.935,265798
438B,Bulletin,Routes 1 & 9 @ Westside Ave,07306 /,"High-profile bulletin reads to westbound traffic traveling on the Pulaski Skyway, and Truck Routes 1 & 9. Traffic could have originated in Manhattan via the Holland Tunnel, Jersey City, or Hoboken. More than 34 million vehicles use the Holland Tunnel annually. This unit provides excellent coverage for Newark Liberty International Airport and heavy AM/PM commuter traffic.",168 x 576,East,40.739,-74.067,157054
Q3135,Wallscape,Borden Ave @ Van Dam St.,11101 / Queens,"Located in the increasingly popular Long Island City, this unit is viewed by pedestrians and motorists traveling along
Borden Avenue as well as Van Dam St. Heavy motorist funnel off the LIE as Borden Ave and this unit is at the
mouth of the off and on ramp to the LIE East and West bound. Close by is the number 7 train which runs from
Manhattan to Flushing, Queens as well as Queens Blvd and the Long Island Expressway. LIE exit funnels heavy
traffic onto Borden Ave. directly passed this unit.",120 x 720,South,40.738,-73.936,108817
RFM1,Mall Digital,Roosevelt Field Mall,11530 /,"Brilliant Full Motion Color 2-sided display located in the center court of the mall by Dick's Sporting Goods. Conveniently located right off the Meadowbrook Parkway, Roosevelt Field® serves the nearby local communities of Garden City, Westbury, Carle Place, and other surrounding areas. Roosevelt Mall hosts over 270 specialty stores.",216 x 156,,40.738,-73.613,0
Q5336,Wallscape,Van Dam St. @ Hunters Point Ave,11101 / Queens County,"20 x 16 / 20 x 14

High Impact double wallscape reaching traffic three blocks from the Long Island Expressway- NYC's #1 highway connecting Manhattan and Queens with the Long Island suburbs.",240 x 192,South,40.735,-73.938,24143
938,Bulletin,Route 1 & 9 W/0 701 Feny St S/F,07105 /,,168 x 576,South,40.734,-74.131,0
937,Bulletin,Rt. 1 & 9 W/O 701 Ferry St. FN,07105 / Essex,"Located at the bottom of the Pulaski Highway reading to traffic heading from NYC via Holland Tunnel to NJ Turnpike, Rt. 280, RT 1 & 9, I78, Newark Airport, and Rt. 22.",168 x 576,North,40.732,-74.133,458431
938,Bulletin,Rt. 1 & 9 W/O 701 Ferry St. FS,07105 / Essex,"Located at the approach of the Pulaski Highway connecting Newark airport to NJ Turnpike, Rt. 280, RT 1 & 9, I78, Newark Airport, and Rt. 22 to NYC. Targets anyone leaving the airport heading to NYC via the Holland Tunnel.",168 x 576,South,40.732,-74.133,286686
937,Bulletin,Route 1 & 9 W/0 701 Feny St N/F,07105 /,,168 x 576,North,40.732,-74.131,0
418A,Digital Bulletin,"936 Broad St, 0.3 Miles S/O Market St",07102 / Essex County,"Area Points of Interest include the
New Jersey Performing Arts Center, Prudential Center, Red Bull Arena and Penn Station.",168 x 576,North,40.731,-74.174,346537
B856a,Wild Posting,Greenpoint Ave @ Humboldt Street,11222 / Kings,"Oversized, Eye-Level Wall located on the major thoroughfare Greenpoint Avenue, which connects motorists in the area to Manhattan, Long Island City/Queens, Long Island Expressway, Van Wyck. In an area that is largely zoned out for OOH, this unit is a standout in this highly desirable Brooklyn neighborhood; surrounded by Bars, Restaurants, Coffee Shops, Recording/ Art Studios, and Residential pockets. Big runner and cyclist route making this a very well rounded units across all sectors.",96 x 288,West,40.731,-73.946,83831
B856b,Wild Posting,Greenpoint Ave @ Humboldt Street,11222 / Kings,"Oversized, Eye-Level Wall located on the major thoroughfare Greenpoint Avenue, which connects motorists
in the area to Manhattan, Long Island City/Queens, Long Island Expressway, Van Wyck. In an area that is largely
zoned out for OOH, this unit is a standout in this highly desirable Brooklyn neighborhood; surrounded by Bars,
Restaurants, Coffee Shops, Recording/ Art Studios, and Residential pockets. Big runner and cyclist route making
this a very well rounded units across all sectors.",96 x 960,North,40.731,-73.946,152970
B856c,Wild Posting,Greenpoint Ave @ Russel Street,11222 / Kings,"Oversized, Eye-Level Wall located on the major thoroughfare Greenpoint Avenue, which connects motorists
in the area to Manhattan, Long Island City/Queens, Long Island Expressway, Van Wyck. In an area that is largely
zoned out for OOH, this unit is a standout in this highly desirable Brooklyn neighborhood; surrounded by Bars,
Restaurants, Coffee Shops, Recording/ Art Studios, and Residential pockets. Big runner and cyclist route making
this a very well rounded units across all sectors.",96 x 960,North,40.731,-73.946,60216
B856d,Wild Posting,Greenpoint Ave @ Russel Street,11222 / Kings,"Oversized, Eye-Level Wall located on the major thoroughfare Greenpoint Avenue, which connects motorists
in the area to Manhattan, Long Island City/Queens, Long Island Expressway, Van Wyck. In an area that is largely
zoned out for OOH, this unit is a standout in this highly desirable Brooklyn neighborhood; surrounded by Bars,
Restaurants, Coffee Shops, Recording/ Art Studios, and Residential pockets. Big runner and cyclist route making
this a very well rounded units across all sectors.",96 x 300,East,40.731,-73.946,93547
B300,Wallscape,Greenpoint Ave. @ Moultrie St.,11222 / Kings County,"This wallscape in Greenpoint is within close proximity to countless grocery stores, coffee shops, recording studios and art galleries.",96 x 720,West,40.73,-73.947,455000
NYC-MBB04,Digital Truck,Queens,/ Queens County,,0 x 0,,40.728,-73.795,0
NY-350,Wallscape,Bowery & Great Jones Street,10003 / New York,"Located in the heart of Noho/Soho, surrounded by the highest concentration of bars and
restaurants in Manhattan. Located on the corner of Bowery and Great Jones Street directly
across from the ultra chic Bowery Hotel, and steps away from the hip Standard Hotel. This
unit offers great visibility to traffic heading north on Bowery towards Cooper Square and
Astor Place which is a booming business district that is home to tech companies such as
Facebook. Nestled in the heart of Manhattan’s youth movement, (NYU and Cooper Union),
and inches from some of lower Manhattan s hottest bars and clubs.",168 x 516,South,40.727,-73.992,268460
SH01,Bulletin,6th Avenue/Avenue of the Americas @ Vandam St,10012 /,"Prominently located in the HEART OF SOHO, this street-level window display provides a salient view from every direction. Home to many of the citys finest restaurants and most
sought-after boutiques, this area attracts young professionals, the fashionable and the jet set. This large-format display boasts over 1,000 square feet of advertising space and is seenby swells of pedestrians and vehicular traffic frequenting the area throughout the day.",156 x 816,West,40.726,-74.003,323437
S-1,Bulletin,Houston & Lafayette St.,10012 / New York,"SOHO SPECTACULAR - These illuminated bulletins SOLD AS A PACKAGE are located on a major artery in SoHo, where there is both vehicular and pedestrian traffic. It reads to east-bound traffic on Houston Street. The subway stop for B,D,Q, & E trains provides heavy pedestrian traffic. With it's high DEC's, this intersection is a hot spot for advertisers.",234 x 576,South,40.725,-73.995,0
M514,Wallscape,Thompson St. @ Broome St   Soho,10013 / New York,Thompson St. @ Broome St   Soho,96 x 168,West,40.724,-74.003,128489
M512,Bulletin,Broome St. @ Watts St.,10012 / New York County,"Strategically placed in the heart of Soho right before the
entrance to the Holland Tunnel. This unit is situated directly
next to the upscale Sixty Soho Hotel, which has remained
one of Manhattan's most stylish outposts. The hip and
trendy area of Soho is known for its nightlife spots, retail
shopping, art galleries and abundance of restaurants.",144 x 120,North East,40.724,-74.003,154094
B510,Wallscape,Morgan Ave @ Beadel St.,11222 / Kings,"Williamsburg/Greenpoint- Skatepark nearby as well as Brooklyn Steel Venue. Tons of commuter traffic, and a very
popular exercise and cyclist route.",336 x 108,South,40.722,-73.938,77525
B465,Wallscape,Morgan Ave @ Richardson St.,11222 / Kings County,"This prime wallscape is located around the corner from Brooklyn Steel, one of New York City's best music venues. This area experiences heavy vehicular traffic heading to and from the Brooklyn Queens Expressway.",144 x 840,East,40.72,-73.938,93094
NY-130,Wallscape,Baxter Street 10' s/o Hester Street,10013 / New York,"This eye level unit is down the street from Mulberry Street’s famous “Restaurant Row” .
This unit is viewed by pedestrian and vehicular traffic as they exit Little Italy and cross
over to the trendy neighborhood of Soho. This board targets the savvy New Yorker that
knows where to eat, shop and play as it is surrounded by cafe’s, restaurants, boutique
hotels and some of the best shopping Manhattan has to offer.",480 x 120,East,40.718,-73.999,224662
NY208W,Wallscape,Woodpoint Rd N/O Maspeth,11211 /,"This wallscape is on the east side of Williamsburg, in the center of incredible amounts of new residential development that have brought hip and trendy as well as artists to this thriving neighborhood. It is one block from Graham Ave L Stop and 1 block from Il Passatore.",300 x 216,East,40.715,-73.942,188144
B4655a,Wallscape,Metropolitan Ave @ Woodward Ave,11378 / Queens County,"This prime wallscape is located on Metropolitan Ave, a major East-West- thruway, spanning from the East River to Jamaica Ave in Queens. Nearby entertainment includes Sunnyvale, Raw Chocolate Love, Jupiter Disco, Honey's and Bunker Vietnamese.",180 x 396,West,40.714,-73.922,110928
M154,Wallscape,Madison St @ Pike St,10002 / New York,"This unit, located in lower Manhattan is in the heart of Chinatown and nearby to Little Italy; with heavy commuter
traffic traveling from Williamsburg, Manhattan Bridge & Holland Tunnel carrying motorist from Manhattan, Brooklyn
& New Jersey. Located right near Nike funded LES Coleman Skate Park, great strategic placement for health
and fitness brands, sports drinks, energy drinks, fashion apparel, skate gear and industry",432 x 132,West,40.712,-73.993,72449
1002,Bulletin,Interstate 78 West @ Routes 1 & 9,07114 / Essex,"This single-faced sign is a direct read to Westbound traffic on Interstate 78 at the Route 1 and 9 New Jersey Turnpike and McArthur Highway Interchange. It targets vehicular travelers headed towards Newark Liberty International Airport, the busiest airport in the country. Additionally, all traffic heading from the Holland Tunnel and Interstate 95 New Jersey Turnpike (North and South) into Central New Jersey passes this choke point location.",168 x 576,East,40.712,-74.166,355317
B6307,Wallscape,Fresh Pond Road B/W Metropolitan Ave & Menahan Street,11385 / Queens County,"This prime wallscape is located in the ideal area of Maspeth, Queens. Surrounded by fitness clubs, restaurants, gift shops, supermarkets and tattoo parlours.",120 x 288,South,40.712,-73.9,140967
NY-146,Wallscape,Stewart Ave. & Meserole Street,11237 / Kings,"This huge wallscape is positioned directly in front of the main entrance to Avant Gardner, New York
City’s largest music venue.The venue consists of The Great Hall, The Kings Hall and The Brooklyn
Mirage. It is a massive 6,500 person indoor/outdoor music venue with three stages, imported palm
trees, and performances by global artists and Europe’s finest DJs. The Brooklyn Mirage is the outdoor
portion of the lot, and the full complex includes year-round facilities. It is one of the largest venues
that holds nightlife events in the country. The space hosts music events that run from 2 PM until 4:30
AM. In addition to club nights, the venue hosts community functions at the space, such as performing
arts events, corporate gigs, film and photo shoots, and fashion shows.",240 x 936,South West,40.711,-73.927,18792
B600,Wallscape,Johnson Ave. @ Gardner Ave,11237 / Kings County,"This prime wallscape is surrounded by Bushwick's hottest nightlife destination, including House of Yes, The Brooklyn Mirage, and Jupiter Disco.",144 x 252,North,40.709,-73.924,171590
B566a,Wallscape,Johnson Ave @ Stewart Ave.,11237 / Kings,"This prime wallscape is surrounded by Bushwick's hottest nightlife destinations, including House Of Yes, The
Brooklyn Mirage, Jupiter Disco. Directly across from The 1896, a tv/movie production and event space, attracting
young event-goers. Mission Chinese Food, The Keep, The Johnsons, Forrest Point, Bunna Cafe, Roberta's ,and
Burgie's all nearby restaurants that attract a hip crowd. A Vans indoor skatepark located around the corner as well.
Also located 4 blocks away from the Jefferson St. ""L"" Subway Station.",312 x 144,East,40.709,-73.925,89962
B566b,Wallscape,Johnson Ave @ Stewart Ave,11237 / Kings,,216 x 216,West,40.709,-73.925,72002
B566c,Wild Posting,Johnson Ave @ Stewart Ave,11237 / Kings,"This prime wallscape is surrounded by Bushwick's hottest nightlife destinations, including House Of Yes, The Brooklyn Mirage, Jupiter Disco. Directly across from The 1896, a tv/movie production and event space, attracting young event-goers. Mission Chinese Food, The Keep, The Johnsons, Forrest Point, Bunna Cafe, Roberta's ,and Burgie's all nearby restaurants that attract a hip crowd. A Vans indoor skatepark located around the corner as well. Also located 4 blocks away from the Jefferson St. ""L"" Subway Station.",72 x 600,North,40.709,-73.925,101909
NYC-MBB02,Digital Truck,Financial Distric,/ New York County,,0 x 0,,40.708,-74.008,0
NY1226W,Wallscape,Wyckoff Ave @ Jefferson,11237 /,"This super visible spectacular is the largest wallscape in hip and trendy Bushwick, situated right about the entrance/exit to the popular Jefferson St. L train Subway stop. This area is hopping with over 25 nightlife destinations and restaurants.",396 x 372,South East,40.707,-73.924,95345
960,Bulletin,Interstate 78 (750 Union Av),07083 / Union County,"This outstanding bulletin is visible to both I-78 Westbound  at Exit 52 and at Entrance to  Garden State Parkway for both Northbound and Southbound commuter traffic. This Bulletin is al-so  highly visible from 6 lanes of Westbound traffic going to  high income counties such as Somer-set and Morris.  It is very unique due to the incredible read to the Ramp of Garden State Parkway. A must see for commuters en route to all points West, North and South.",168 x 576,North,40.707,-74.25,0
962,Bulletin,"Interstate 78 , Exit 52 (750 Union Av) @ Exit 142A Southbound GS",07083 / Union,"This outstanding Bulletin is located on Interstate 78 Eastbound @ Exit 52 Facing West. Display is visible to both Eastbound I-78 traffic and shows to Garden State Parkway South Exit Ramp 142A  feeding all traffic to I-78 East towards Newark Airport, Downtown Newark, and NYC.",168 x 576,West,40.707,-74.25,262646
960,Bulletin,Inter.state 78 U50 Union Av)@ Exit 52,07083 /,,168 x 576,East,40.707,-74.25,0
962,Bulletin,Inter.state 78 U50 Union Av)@ Exit 52,07083 / Union County,,168 x 576,West,40.707,-74.25,0
NY-085,Bulletin,165 Water Street,10268 / New York,HUGE Financial District corner Storescape with over 80 feet of frontage! A few blocks from the Wall Street subway station and the New York Stock Exchange. Steps from the entertainment of Pier 17.,180 x 960,North,40.706,-74.006,208791
B53,Wallscape,Morgan Ave @ Grattan St.,11237 / Kings County,"An iconic and impactful Triple Wall spectacular in Brooklyn's coolest neighborhood. A highly desirable hip, trend-setting, young, affluent and culturally diverse demographic.",228 x 228,South,40.706,-73.932,54836
NJ-010,Bulletin,"1-78 east of the Garden State Parkway, FE",07205 / Union County,,168 x 576,East,40.706,-74.244,420351
B47,Wallscape,Thames Street @ Morgan Avenue,11237 / Kings,"An iconic and impactful Wall spectacular in Brooklyn's coolest neighborhood • A highly desirable hip,
trend setting, young, affluent and culturally diverse demographic. • Multiple reads with pedestrian and bike
traffic and there is heavy pedestrian and bike traffic. • One block from the famous Roberta's Lantern Hall, live music at
pine Box Rock Shop and Shinobi Ramen. • Within close proximity to Morgan Avenue subway stop.",348 x 228,West,40.705,-73.931,57150
NY 1052E,Bulletin,Flushing Ave @ Knickerbocker Ave,11237 /,"This unit offers fantastic exposure near everything hip, trendy and cool including the ramous Roberto's Pizzeria two blocks away, Luhring Augustine art gallery, Tutu's, Blanco, Dear Bushwick, and many great nightlife spots and the Morgon Ave L Stop.",312 x 288,East,40.705,-73.929,144073
NY 1052W,Bulletin,Flushing Ave @ Knickerbocker Ave,11237 /,"This unit offers fantastic exposure near everything hip, trendy and cool including the ramous Roberto's Pizzeria two blocks away, Luhring Augustine art gallery, Tutu's, Blanco, Dear Bushwick, and many great nightlife spots and the Morgon Ave L Stop.",312 x 288,East,40.705,-73.929,64598
NY 1031W,Wallscape,Morgan Ave @ Flushing Ave,11237 /,"Ranked 7th on VOGUE Magazine's list of the coolest neighborhoods in the World, Bushwick is on fire. This unit offers fantastic exposure near everything hip and trendy.",276 x 280,West,40.704,-73.931,120402
NY 1031B,Wallscape,Morgan Ave @ Flushing Ave,/,"Ranked 7th on VOGUE Magazine's list of the coolest neighborhoods in the World, Bushwick is on fire. This unit offers fantastic exposure near everything hip and trendy.",120 x 288,West,40.704,-73.931,0
NY 1031REAR,Wallscape,Morgan Ave @ Flushing Ave,11237 /,"Ranked 7th on VOGUE Magazine's list of the coolest neighborhoods in the World, Bushwick is on fire. This unit offers fantastic exposure near everything hip and trendy.",120 x 180,North,40.704,-73.931,0
B994,Wallscape,Flushing Ave @ Forrest Street,11206 / 11206,"Wallscape located at a busy intersection in a trendy Brooklyn neighborhood boasting a long read from multiple streets. Surrounded by numerous popular venues including Bushwick CrossFit, The Narrows bar/restaurant and King Noodle.",84 x 240,South,40.703,-73.932,60924
1022,Bulletin,Route 22,07205 / Union,"This billboard is located on one of the most heavily traveled corridors in Northern New Jersey, targeting all traffic heading towards central New Jersey.",168 x 576,East,40.7,-74.232,273905
1023,Bulletin,Route 22,07205 / Union,"This dominant display reads to traffic heading east towards the Holland Tunnel, New York City,Newark Airport, Route 78 & New Jersey Turnpike. The read on this unit is unobstructed with long approach and is best in show for coverage on this corridor.",168 x 576,West,40.7,-74.232,211159
NY-BNY1,Wallscape,Flushing Avenue & Carlton Avenue,11205 / Kings,"Located in the Fort Greene section of Brooklyn, directly across from the Brooklyn Navy Yard, this double
stacked wallscape faces eastbound traffic on Flushing Avenue towards the neighborhoods of Williamsburg
and Bushwick. The Brooklyn Navy Yard (BNY) is the largest industrial park in NYC and is a hub for tech
companies and a major space for urban manufacturing in NYC. BNY is home to over 400 diverse businesses.
The Surrounding neighborhood has mix of casual eateries, hip bars and indie shops. Locals and
visitors throng the brooklyn waterfront, public parks, Brooklyn Flea’s seasonal market, performances at the
Brooklyn Academy of Music, and concerts and sports events at the nearby Barclays Center. BNY-1 is also
down the street from NYC’s only Wegmans, the largest supermarket in NYC with a huge customer fan base.",600 x 360,West,40.698,-73.974,93543
NY-BNY2,Wallscape,Flushing Avenue 150' E/O Carlton Avenue,11205 / Kings,"Located in the Fort Greene section of Brooklyn directly across from the Brooklyn Navy Yard, this Bulletin
faces westbound traffic on Flushing Avenue towards the Manhattan Bridge and the neighborhoods of
Dumbo and Brooklyn Heights. The Brooklyn Navy Yard (BNY) is the largest industrial park in NYC and is
a hub for tech companies and a major space for urban manufacturing in NYC. BNY is home to over 400
diverse businesses. The Surrounding neighborhood has mix of casual eateries, hip bars and indie shops.
Locals and visitors throng the Brooklyn waterfront, public parks, Brooklyn Flea’s seasonal market, performances
at the Brooklyn Academy of Music, and concerts and sports events at the nearby Barclays
Center. This unit is also down the street from Brooklyn’s only Wegmans, the largest supermarket in NYC
with a huge customer fan base.",216 x 576,East,40.698,-73.973,86850
B210,Wallscape,Flushing Ave @ Washington Ave,11205 / Kings County,"This prime wallscape is located in Williamsburg, Brooklyn, adjacent to the trendy and evolving Brooklyn Navy Yard, a vibrant community where tech and manufacturing companies grow.",168 x 336,West,40.698,-73.967,350000
B210b,Wallscape,Washington Ave @ Flushing Ave.,11205 / Kings County,"Located in Williamsburg, Brooklyn, adjacent to the trendy and evolving Brooklyn Navy Yard, a vibrant community where tech and manufacturing companies grow.",84 x 192,East,40.697,-73.968,350000
B200,Wallscape,Flushing Ave @ Washington Ave,11205 / Kings,"Prime wallscape in Williamsburg, Brooklyn, adjacent to the trendy and evolving Brooklyn Navy Yard, a vibrant
community where tech and manufacturing companies grow. Sign is located on the same building where Brooklyn
Roasting Company is the main tenant. Less than two minutes away from popular art galleries Recess Gallery
and Cooler Gallery. Surplus of supermarkets (Wegmans) and fitness clubs within a few blocks including Washington
Seafood, Sun Best Produce, CKO Kickboxing, and CrossFit Outbreak.",216 x 132,East,40.697,-73.968,59923
B919,Wallscape,Wyckoff Ave @ Weirfield Street,11385 / Queens County,"This prime Wallscape is located in the most up-and-coming area of Bushwick, Brooklyn with long direct read on the congested Wyckoff Avenue connecting Queens and Brooklyn. On the same block as the new live music nightlife venue TV Eye. It is surrounded by popular bars, restaurants, tattoo parlors and barber shops.",144 x 240,East,40.697,-73.906,70370
420A,Bulletin,"Rts 1 & 9, 0.9 Miles S/O Rt 22",07114 / Essex County,"Traffic Origin
Southbound Routes 1 & 9 traffic, I-78, Garden State Parkway, NJ Turnpike, Manhattan, North Jersey
Traffic Destination
Newark Liberty Airport, NJ Turnpike, Elizabeth, Staten Island, Roselle Park, Linden, Rahway, Carteret, all points south
Area Points of Interest
Newark Liberty Airport, Goethals Bridge, Verrazano- Narrows Bridge
￼",168 x 576,North,40.696,-74.189,590995
b991b,Wild Posting,Wyckoff Ave @ George St.,11385 / Queens,Wyckoff Ave @ George St.,72 x 144,South,40.696,-73.905,56024
B991a,Wallscape,Wyckoff Ave @ George St.,11385 / Queens,"Located in the most up-and-coming area of Bushwick, Brooklyn. Direct RHR read on the congested Wyckoff
Avenue connecting Queens and Brooklyn. Surrounded by popular bars, restaurants, tattoo parlors, and barber shops,
including Bonus Room, Houdini Kitchen Laboratory, Brooklyn Barrister, and Nowadays. One block from the
iconic Bushwick Venue party hall and Trans-Am, a well known cafe, bar and concert hall. L train station directly
underneath unit B991a and B991b.",324 x 156,South East,40.696,-73.905,71404
NYC-MBB03,Digital Truck,Downtownn Brooklyn,/ Kings County,,0 x 0,,40.696,-73.985,0
B1007,Wallscape,Wyckoff Ave @ Eldert Street,11385 / Queens County,"This prime wallscape is located in the most up-and-coming area of Bushwick, Brookyln, with long direct read on the congested Wyckoff Avenue connecting Queens and Brooklyn.",108 x 180,East,40.696,-73.904,67031
B1030,Wild Posting,Wyckoff Ave @ Covert Street,11385 / Queens County,"This prime wild posting is located in the most up-and-coming area of Bushwick, Brooklyn, with long direct read on the congested Wyckoff Avenue connecting Queens and Brooklyn.",84 x 252,North,40.695,-73.904,80703
B1332,Wallscape,Halsey Street @ Irving Ave,11237 / Kings County,"An ideal Bushwick unit on a bold and prominent corner wall, reaching a desirable young, dynamic and culturally diverse demographic. A two way vehicular traffic hot spot reaching heavy pedestrian and bike traffic alike.",204 x 144,West,40.695,-73.906,75196
Bus Kings,Bus Wraps,Newark / Elizabeth,/ Essex,,360 x 1728,,40.69,-74.174,0
101,Bulletin,"2540 US Highway 22 Center Island @ Monroe St, FE",07083 / Union,"Reads to commuters enroute from Newark Airport, NJ Turnpike, Garden State Parkway heading west on 22. The next bulletin is 13 miles away.  Audience heading to upscale towns of Summit, Mountainside, Watchung, Westfield, Warren and Bridgewater. This area has one of the heaviest retail shopping areas in NJ with stores/restaurants/dealerships on both sides of highway.",126 x 432,East,40.689,-74.302,225384
102,Bulletin,"2540 US Highway 22 Center Island @ Monroe St, FW",07083 / Union,Reads to commuters coming from the western suburbs to Newark Airport and NJ Turnpike. This area has one of the heaviest retail shopping areas in NJ with stores/restaurants/dealerships on both sides of highway. Nicknamed Dealer Row due to its large number of auto dealerships.,126 x 432,West,40.689,-74.302,268743
901,Bulletin,"2540 US Highway 22, Center Island @ Monroe Street",7083 / Union County,"This unit is located in busy Union, NJ which is two miles from Elizabeth. Heavy commuter traffic. Affluent area.",126 x 432,East,40.689,-74.302,0
101,Bulletin,2540 US Highway 22 Center Island@ Monroe Street. E/F,07083 /,,126 x 432,West,40.689,-74.302,0
102,Bulletin,2540 US Highway 22 Center Island@ Monroe Street. W/F,07083 / Union County,,126 x 432,West,40.689,-74.302,0
B60,Wild Posting,De Graw @ Van Brunt St.,11231 / Kings,"One of the last authentic neighborhoods in the city, there are tons of things to do in Brooklyn, NY's Red Hook/Carroll
Gardens neighborhood. Start your day off by wandering through Red Hook’s cobblestone streets and checking out
its legendary art scene. Lobster Pound, and several authentic BBQ and Sea Food eateries are nearby.
Formula-E Race takes place here every year. Brooklyn Cruise Terminal walking distance, as well as the NYC Red
Hook Ferry Terminal. Waterfront bike riders, artists, and affluent eccentric demo",144 x 348,West,40.686,-74.004,37894
B90,Wild Posting,Degraw Street @ Columbia Street,11231 / Kings County,"This dedicated Wildposting is uniquely located between three iconic high Brooklyn neighborhoods- Red Hook, Cobble Hill & Carroll Gardens in a hot area with limited OOH opportunities.",120 x 228,North,40.686,-74.003,49716
B70,Wallscape,Degraw St. @ Van Brunt St.,11231 / Kings County,"This rare dedicated wall is located in Red Hook, an area with limited OOH opportunities. Located along BK's #1 waterfront bike path, close to Tesla dealership and a bike-share station. It is surrounded by a surplus of popular restaurants and bars including Alma, Seaborne and Raaka Chocolate, and within close proximity to Union Garage NYC.",336 x 108,North,40.686,-74.004,75580
B51a,Wallscape,Van Brunt St. @ Union St.,11231 / Kings,Van Brunt St. @ Union St.,180 x 396,East,40.685,-74.005,64531
B51b,Wallscape,Van Brunt St. @ Union St.,11231 / Kings,Van Brunt St. @ Union St.,144 x 288,South,40.685,-74.006,50402
BKL14c,Wallscape,622 Atlantic Ave. (Atlantic Center),11217 / Kings County,"This massive Brooklyn wallscape is located around Atlantic Terminal, occupying space in a busy parking space utilized by Barclays attendants, shoppers, and tourists. This
 spectacular sits along the always busy intersection of Atlantic Ave. and Flatbush Ave., capturing the eyes of motorists, Atlantic Mall shoppers, concert and sporting event goers, and 
pedestrians alike.",216 x 480,South,40.683,-73.976,140000
BKL14b,Retail Store Front,622 Atlantic Ave. (Atlantic Center),11217 / Kings County,"This massive Brooklyn Windowscape is located around Atlantic Terminal, visible from the Barclays Center. This spectacular sits along the always busy intersection of Atlantic Ave.
and Flatbush Ave., capturing the eyes of motorists, Atlantic Mall shoppers, concert and sporting event goers, and pedestrians alike.",149 x 360,South,40.683,-73.976,420000
Barclays Center Station,Bulletin,Barclay's Center Station - 620 Atlantic Ave,11217 / Kings,"This spectacular is located at the Barclay's Center, home of the Brooklyn Nets basketball team & the New York Islanders Hockey team. It is a multi purpose indoor arena which hosts many events. Located across the street from Atlantic Terminal & Atlantic Center Malls which is home to Best Buy, Target & more, this epic space is seen by both pedestrian and road traffic as well.",144 x 552,North East,40.683,-73.975,1403846
B87,Wallscape,Van Brunt Street @ Seabring St.,11231 / Kings County,"This wallsape is uniquely located between Van Brunt Street and Seabring Street in Red Hook, Brooklyn, a hot area with limited OOH opportunities.",108 x 960,East,40.682,-74.008,58703
B207,Wallscape,"Van Brunt @ Seabring St.   Red Hook,Brooklyn",11231 / Kings,"One of the last authentic neighborhoods in the city, there are tons of things to do in Brooklyn, NY's Red Hook
neighborhood. Start your day off by wandering through Red Hook’s cobblestone streets and checking out its legendary
art scene. Lobster Pound, and several authentic BBQ and Sea Food eateriers are nearby. Formula-E Race takes
place here every year. Brooklyn Cruise Terminal walking distance, as well as the NYC Red Hook Ferry Terminal.
Waterfront bike riders, artists, and affluent eccentric residents are...",72 x 684,West,40.681,-74.008,44822
B158,Wallscape,3rd Ave. @ Butler Street,11217 / Kings County,"This massive wallscape is located in trendy Brooklyn, targeting heavy vehicular, pedestrians, and biker traffic traveling down 3rd Avenue.",144 x 1080,South,40.681,-73.984,70997
NY-914W,Bulletin,Barclay's Center - Atlantic Avenue and Washington Avenue,/,"This corner square bulletin is in the heart of Fort Grene and Prospect Heights, two of Brooklyn's most affluent neighborhoods. Located on bustling Atlantic Ave., this bulletin is three blocks from Atlantic Terminal Mall and the Barclay's Center, Brooklyn's premier sports and entertainment venue and home to the Brooklyn Nets and NY Islanders.",312 x 288,West,40.681,-73.964,293752
NY-914E,Bulletin,Barclay's Center - Atlantic Avenue and Washington Avenue,/ Kings,"This corner square bulletin is in the heart of Fort Grene and Prospect Heights, two of Brooklyn's most affluent neighborhoods. Located on bustling Atlantic Ave., this bulletin is three blocks from Atlantic Terminal Mall and the Barclay's Center, Brooklyn's premier sports and entertainment venue and home to the Brooklyn Nets and NY Islanders.",312 x 288,East,40.681,-73.964,293752
B225,Wild Posting,Van Brunt Street @ Delavan Street,11231 / Kings County,"A high impact unit with great placement in one of Brooklyn's trendiest and emerging neighborhoods, with long exposure to traffic, pedestrians and one of BK's busiest bike lanes.",120 x 360,South,40.681,-74.009,34886
